business_name,contact_name,email,phone,ein,business_address,city,state,zip,ffl_license_number,ffl_license_type,ffl_expiry,sot_license_type,sot_tax_year,sot_period_start,sot_period_end,sot_control_number,sot_receipt_date,tax_exempt,sales_tax_id,notes,tier,verified,created_at
Frontiersman Sports,,,(952) 544-3775,,,St. Louis Park,MN,55416,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Front Range Gun Club,,,(970) 622-7156,,,Loveland,CO,80537,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Fullarmor Firearms,,,(832) 247-4848,,,Houston,TX,77001,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
FULL ARMOR FIREARMS,,,(713) 701-7611,,,Houston,TX,77001,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Gadsden Arsenal,,,(620) 492-1973,,,Dodge city,KS,67801,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Gadsden Guns Inc.,,,(804) 449-0091,,,Beaverdam,VA,23015,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Ga Firing line/Freedom Firearms Inc,,,(770) 425-8461,,,Marietta,GA,30006,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Garys bow shack LLC,,,(570) 992-6837,,,Saylorsberg,PA,18353,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
GARY'S GUN SHOP LLC,,,(307) 534-1911,,,Torrington,WY,82240,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Gators Custom Guns Inc/GCG INC,,,(360) 353-5244,,,Kelso,WA,98626,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
G&B Gunworks,,,(860) 617-2714,,,Plainfield,CT,06374,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
GC SPORTING GOODS,,,(513) 549-1803,,,Cincinnati,OH,45275,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Geaux Locked and Loaded LLC,,,(318) 516-3006,,,Mangham,LA,71259,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
"GERBRAND DEFENSE, LLC",,,(248) 568-1708,,,White Lake,MI,48383,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
GG&C LLC,,,(570) 766-8816,,,Hegins,PA,17938,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
G&G Enterprise,,,(865) 919-0032,,,Kingston,TN,37763,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Ghost Army Tactical Firearms,,,(757) 301-8718,,,Virginia Beach,VA,23453,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
GiGi's Gunshop,,,(410) 495-8444,,1805 WESTERN SHORES BLVD,PORT REPUBLIC,MD,20676,8-52-009-01-7G-15320,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Preferred,false,2026-03-29 04:40:48.567356+00
GILBERTS GUN SHOP LLC,,,(502) 227-7889,,,Frankfort,KY,40601,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
GI Loan Shop INC,,,(308) 382-9573,,,Grand Island,NE,68801,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Gordon Specialty Arms,,,(864) 242-5140,,,Greenville,SC,29601,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Governors Gun Club,,,(678) 384-0005,,,Powder Springs,GA,30127,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Grant Patrick Montgomery,,,(412) 318-4078,,,Pittsburgh,PA,15201,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Granville Gun Works Inc.,,,(919) 529-9200,,,Creedmoor,NC,27522,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Grays,,,(706) 371-4220,,,Hartwell,GA,30643,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
great lakes gunworx llc,,,(419) 754-9265,,,Rossford,OH,43460,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Great Plains Guns Inc.,,,(785) 727-9522,,,Baldwin City,KS,66006,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Green Top Hunt & Fish,,,(804) 550-2188,,,Ashland,VA,23005,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Gresham Firearms,,,(906) 364-7242,,,Ironwood,MI,49938,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
GS Arms LLC,,,(505) 328-2850,,,Farmington,NM,87401,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
G-Tech Defense LLC,,,(208) 716-2428,,,Shelley,ID,83274,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Gulf Coast Gun & Outdoors,,,(850) 564-1186,,5851 HWY 90,MILTON,FL,32583,1-59-113-07-6C-57232,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Preferred,false,2026-03-29 04:40:48.567356+00
Gun Cents,,,(308) 732-3348,,,Mason City,NE,68855,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
"Gunco, LLC",,,(662) 338-0108,,,Starkville,MS,39759,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Gunners Firearms,,,(816) 318-9968,,,Raymore,MO,64083,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Gunnies Inc,,,(801) 226-7080,,,Orem,UT,84057,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Gunocologist,,,(954) 893-5908,,,Davie,FL,33328,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
GunRunner Arms,,,(541) 653-6641,,,Junction City,OR,97448,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
GUNS AND AMMO LLC,,,(205) 248-2964,,,Tuscaloosa,AL,35401,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Guns and Range Training Center,,,(561) 402-7555,,,West Palm Beach,FL,33401,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Gun Smith Arms LLC,,,(651) 497-5146,,,Hastings,MN,55033,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
GunsnAmmo LLC,,,(318) 742-1685,,,Benton,LA,71006,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Guns Of Texas,,,(832) 688-9315,,,Houston,TX,77001,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Gunsports Inc,,,(502) 267-4867,,,Jeffersontown,KY,40299,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Gun Stock and Barrel LLC,,,(352) 423-1627,,,Inverness,FL,34450,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Guns Unlimited,,,(719) 688-2062,,,Granada,CO,81041,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Guns Warehouse,,,(512) 986-7330,,,Cedar Park,TX,78613,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Gunway gunsales LLC,,,(605) 767-1606,,,Harrisburg,SD,57032,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
"Gun Works, LLC",,,(423) 421-7320,,,Cleveland,TN,37311,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Gun World of South Florida,,,(954) 596-0526,,,Deerfield Beach,FL,33441,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
GYM RATZ NUTRITION,,,(240) 249-3759,,,Mechanicsville,MD,20659,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Hamilton & Sons Firearms Co LLC,,,(928) 300-4561,,,Cottonwood,AZ,86326,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Hansohn Brothers,,,(540) 748-8155,,,Culpeper,VA,22701,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Hart's Guns,,,(330) 581-3076,,,Uniontown,OH,44685,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Havasu Guns,,,(928) 302-1991,,,Lake Havasu City,AZ,86403,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
HawkTech Arms,,,(208) 898-5848,,,Meridian,ID,83642,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Hazen Armory,,,(701) 202-6570,,,Hazen,ND,58545,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
HB Guns,,,(469) 371-0757,,,Oak Point,TX,76258,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
HDS,,,(207) 563-8811,,,Bristol,ME,04539,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
"Helodriver20 Productions, LLC",,,(303) 345-7030,,,Arvada,CO,80001,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Hendrick Outddoors LLC,,,(940) 859-8592,,,Lipan,TX,76462,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Hensley Munitions LLC,,,(214) 536-5574,,,Forney,TX,75126,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Hesseling & Sons LLC,,,(567) 712-6836,,,Lima,OH,45801,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
HHCC LLC,,,(509) 438-0617,,,Kennewick,WA,99336,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
High Desert Heat LLC,,,(928) 763-4328,,,Fort Mohave,AZ,86426,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
High Desert Sports,,,(435) 590-6799,,,Cedar City,UT,84720,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
High Plains Armory,,,(720) 876-8478,,,Byers,CO,80103,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
High Plains Gun Shop,,,(575) 218-3423,,,Clovis,NM,88101,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Hillside Sales,,,(260) 672-3715,,,Roanoke,IN,46783,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Hilltop Armory LLC,,,(870) 420-3000,,,Harrison,AR,72601,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Holmes Firearm Corporation,,,(720) 316-0066,,,Parker,CO,80134,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
"Hot Metal Transfers, LLC",,,(724) 492-8008,,,McDonald,PA,15057,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
"Hoyle Creek Firearms, LLC",,,(580) 554-3117,,,Meno,OK,73760,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Hunter's Guns Ammo & Sporting Goods,,,(775) 463-7010,,,Yerington,NV,89447,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Huskey's,,,(931) 588-9593,,,Tullahoma,TN,37388,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
I5 Guns & Ammo,,,(360) 515-0755,,,Olympia,WA,98501,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Indian territory armory llc,,,(918) 231-6015,,,Okmulgee,OK,74447,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Indy Arms Company,,,(317) 231-5545,,,Indianapolis,IN,46262,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Indy Trading Post,,,(317) 782-4867,,,Indianapolis,IN,46262,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Infidel Guns & Gear LLC,,,(813) 625-3000,,,Holiday,FL,34690,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Infidel Gunworks LLC,,,(870) 404-5071,,,Gamaliel,AR,72537,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
In-Laws & Outlaws Gun Shop,,,(765) 573-5877,,,Gas City,IN,46933,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Jaime C Pena,,,(956) 286-3315,,,Laredo,TX,78040,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
James Joyce,,,(415) 847-9938,,,Arnegard,ND,58835,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
J AND J FIREARMS LLC,,,(606) 922-9418,,,Grayson,KY,41143,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Jarvis Guns and Ammo Inc,,,(561) 379-5141,,,Riviera Beach,FL,33404,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
JARVIS INC,,,(918) 232-8995,,,Tulsa,OK,74131,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Jason Groh llc,,,(606) 547-5731,,,Greenup,KY,41144,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
"JD Explosives LLC, DBA Pistols Plus",,,(803) 888-7040,,,Columbia,SC,29212,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
JEBS Arms LLC,,,(845) 807-3241,,34682 W 160TH ST,RAYVILLE,MO,64084,5-43-177-01-7K-14994,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Preferred,false,2026-03-29 04:40:48.567356+00
J&E GUNS INC.,,,(814) 548-7545,,,Bellefonte,PA,16823,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Jerry's Shootin' Irons & Pawn,,,(228) 875-0708,,,Ocean Springs,MS,39564,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
"Jigsaw Weaponry, LLC.",,,(979) 542-0300,,,Giddings,TX,78942,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
JK Silencers,,,(262) 994-4049,,,Lincolnton,NC,28092,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
"JL Custom Arms, LLC",,,(864) 554-6506,,,Bradley,SC,29819,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
JMB Solutions LLC,,,(208) 820-1911,,,Lewiston,ID,83501,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Preferred,false,2026-03-29 04:40:48.567356+00
Jmj Firearms LLC,,,(240) 466-3066,,,Mechanicsville,MD,20659,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Johnson's Gun Works,,,(325) 998-2444,,,Brownwood,TX,76801,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
JoJo’s Gun Works LLC,,,(860) 426-9414,,,Southington,CT,06489,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
"Jon's Guns, LLC",,,(276) 644-4869,,,Bristol,VA,24201,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
J. Parrish,,,(919) 524-8291,,,Garner,NC,27529,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
JPO HUNTIN SPOT,,,(325) 338-2146,,,Sweetwater,TX,79556,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
JRs Hunting and Shooting Supplies LLC,,,(262) 497-6749,,,Racine,WI,53401,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
jr's pawn & gun shop llp,,,(918) 647-2006,,,Poteau,OK,74953,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
J&R Specialty Gunsmiths LLC,,,(253) 432-3500,,,Seattle,WA,98101,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
J&S Specialty,,,(913) 645-9594,,,Shawnee,KS,66203,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Juggernaut Arms LLC,,,(775) 358-8130,,,Sparks,NV,89431,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Juliet Victor Technologies LLC,,,(832) 705-9510,,,Spring,TX,77373,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
K-5 Arms Exchange Inc.,,,(682) 237-7908,,,Trophy Club,TX,76262,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Kaufman's Gun and Gold Exchange,,,(334) 598-1980,,,Daleville,AL,36322,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Kellner Range and Supply,,,(330) 870-5095,,,Columbiana,OH,44408,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Keltic Armament,,,(206) 486-5287,,,Mill Creek,WA,98082,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Kentucky Windage,,,(817) 849-2250,,,Hurst,TX,76053,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Keystone Group Keystone Armory,,,(206) 428-6182,,,Auburn,WA,98001,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
KILLER COATING LLC,,,(503) 522-2674,,,CORNELIUS,OR,97113,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Kilo Arms,,,(605) 636-7230,,,Sturgis,SD,57785,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Kin limited,,,(715) 523-0122,,,Eau Claire,WI,54701,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Kinscorp DBA Triple B Guns,,,(208) 664-9053,,,Coeur d'Alene,ID,83814,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Kirkwood Outfitters inc.,,,(314) 821-3999,,,Des Peres,MO,63131,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
"Komar Enterprises, LLC",,,(703) 901-8298,,,Culpeper,VA,22701,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
KRB Firearms LLc,,,(603) 331-2178,,,Colebrook,NH,03576,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
KRP Firearms T/A Quail Run Outfitters,,,(410) 304-3124,,,Centreville,MD,21617,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
"Lafourche Gunworks, LLC",,,(985) 637-9904,,,Thibodaux,LA,70301,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
"Lake County Arms, LLC",,,(352) 385-2767,,,Mount Dora,FL,32756,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Lake Erie Arms,,,(419) 433-8200,,,Huron,OH,44839,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Landry's Guns,,,(225) 202-7843,,,Addis,LA,70710,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Langley Munitions Incorporated,,,(406) 580-9800,,,Manhattan,MT,59741,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Last Man Arms LLC,,,(507) 933-0437,,,St. Peter,Minesota,56082,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Last Round Standard,,,(913) 787-4253,,,Olathe,KS,66051,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Lawrence W. Lay,,,(316) 747-2803,,,Douglass,KS,67039,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Laymans Gun Shop,,,(717) 252-4573,,,East Prospect,PA,17317,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
LCW Manufacturing,,,(715) 720-6128,,,Chipppewa Falls,WI,54729,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
LEE ARMORY,,,(602) 715-2188,,2340 W BELL RD STE 118,PHOENIX,AZ,85023,9-86-013-07-7A-15546,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Preferred,false,2026-03-29 04:40:48.567356+00
Legion Arms,,,(412) 896-1653,,,McKeesport,PA,15131,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Level Arms LLC,,,(903) 812-4414,,,Kilgore,TX,75662,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
"Level Up Tactical, LLC",,,(954) 937-4929,,,Davie,FL,33328,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Lewis Williams LLC,,,(720) 201-8657,,,Wiggins,CO,80654,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
Lexington Guns & Shooting Range,,,(803) 785-4867,,,Lexington,SC,29071,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
LFI Shooting Sports LLC,,,(970) 578-0717,,,Johnstown,CO,80534,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
L&F Tactical,,,(573) 808-4560,,,Hallsville,MO,65255,,,,,,,,,,false,,Imported from Rebel Dealer List Google Sheets — needs verification,Standard,false,2026-03-29 04:40:48.567356+00
